what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1295108826250
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1295108826484
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1295108826656
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1295108828703
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1295108836140
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1295108836281
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1295108837640
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1295108838812
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1295108839062
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1295108839250
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1295108839437
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1295108839640
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1295108840156
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1295108847578
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1295108847750
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1295108849281
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1295108855859
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1295108858843
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1295108861890
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1295108901218
started,bundle,org.eclipse.jst.jsp.ui,1.1.501.v201008232032,"org.eclipse.jst.jsp.ui",1295108909406
started,bundle,org.eclipse.wst.sse.core,1.1.502.v201008311901,"org.eclipse.wst.sse.core",1295108909593
started,bundle,org.eclipse.jst.jsp.core,1.2.302.v201008251735,"org.eclipse.jst.jsp.core",1295108909640
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295108917718
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.findReplace",1295108917734
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295108918562
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1295108953921
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295109001906
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295109001906
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295109001968
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295109026890
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295109038125
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295109040390
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295109055281
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295109198625
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1295109283781
started,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1295109283859
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1295109284000
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1295109311046
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1295109312140
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1295109312843
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1295109328250
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.13,"org.tigris.subversion.clientadapter.javahl",1295109328265
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.6.12,"org.tigris.subversion.clientadapter.svnkit",1295109328265
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295109368312
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295109371046
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295109400484
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295109466031
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1295109475156
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1295109485218
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295109490750
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295109500406
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1295109500421
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295109503000
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295109508750
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1295109524812
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1295109539109
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1295109548468
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295109550062
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295109575531
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1295109576625
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295109577984
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295109581281
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1295109588453
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1295109589046
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1295109591953
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1295109617296
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1295109619468
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1295109620078
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1295109621937
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1295109626687
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1295109627750
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1295109631718
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1295109633671
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1295109651031
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1295109652796
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1295109653343
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1295109654156
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1295109655031
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1295109657875
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295109663109
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295109666890
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1295109672671
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295109675718
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295109675734
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295109675781
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295109694015
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1295109695703
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1295109696906
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1295109699984
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295109700453
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295109721875
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1295109723140
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295109734687
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295109751109
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1295109751125
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1295109753937
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1295109758765
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295109759906
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1295109765906
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1295109768937
